,query_image_index,query_image_type,query_image_type_index,query_image_path,query_total_keypoints,query_image_width,query_image_height,train_image_index,train_image_type,train_image_type_index,train_image_path,train_total_keypoints,train_image_width,train_image_height,matching_method,total_matches,total_good_matches,with_resize
283,36,selfies,0,./results/cropped/e-ktp\36_selfie_crop_0.jpg,337,1768,1097,36,cards,0,./results/cropped/e-ktp\36_card_crop_0.jpg,2865,3742,2407,SIFT,337,15,False
284,37,selfies,0,./results/cropped/e-ktp\37_selfie_crop_0.jpg,2407,687,481,37,cards,0,./results/cropped/e-ktp\37_card_crop_0.jpg,2371,721,481,ORB,983,944,True
285,37,selfies,0,./results/cropped/e-ktp\37_selfie_crop_0.jpg,2046,687,481,37,cards,0,./results/cropped/e-ktp\37_card_crop_0.jpg,3367,721,481,SIFT,2046,428,True
286,37,selfies,0,./results/cropped/e-ktp\37_selfie_crop_0.jpg,2407,687,481,37,cards,0,./results/cropped/e-ktp\37_card_crop_0.jpg,2930,3593,2394,ORB,525,486,False
287,37,selfies,0,./results/cropped/e-ktp\37_selfie_crop_0.jpg,2046,687,481,37,cards,0,./results/cropped/e-ktp\37_card_crop_0.jpg,6259,3593,2394,SIFT,2046,435,False
288,38,selfies,0,./results/cropped/e-ktp\38_selfie_crop_0.jpeg,2116,640,433,38,cards,0,./results/cropped/e-ktp\38_card_crop_0.jpeg,1839,654,433,ORB,1049,1041,True
289,38,selfies,0,./results/cropped/e-ktp\38_selfie_crop_0.jpeg,2085,640,433,38,cards,0,./results/cropped/e-ktp\38_card_crop_0.jpeg,1770,654,433,SIFT,2085,682,True
290,38,selfies,0,./results/cropped/e-ktp\38_selfie_crop_0.jpeg,625,332,225,38,cards,1,./results/cropped/e-ktp\38_card_crop_1.jpeg,77,413,225,ORB,32,8,True
291,38,selfies,0,./results/cropped/e-ktp\38_selfie_crop_0.jpeg,649,332,225,38,cards,1,./results/cropped/e-ktp\38_card_crop_1.jpeg,25,413,225,SIFT,649,6,True
292,38,selfies,0,./results/cropped/e-ktp\38_selfie_crop_0.jpeg,625,332,225,38,cards,2,./results/cropped/e-ktp\38_card_crop_2.jpeg,58,454,225,ORB,29,9,True
293,38,selfies,0,./results/cropped/e-ktp\38_selfie_crop_0.jpeg,649,332,225,38,cards,2,./results/cropped/e-ktp\38_card_crop_2.jpeg,29,454,225,SIFT,649,10,True
294,38,selfies,0,./results/cropped/e-ktp\38_selfie_crop_0.jpeg,2116,640,433,38,cards,0,./results/cropped/e-ktp\38_card_crop_0.jpeg,2382,971,642,ORB,471,434,False
295,38,selfies,0,./results/cropped/e-ktp\38_selfie_crop_0.jpeg,2085,640,433,38,cards,0,./results/cropped/e-ktp\38_card_crop_0.jpeg,2018,971,642,SIFT,2085,659,False
296,38,selfies,0,./results/cropped/e-ktp\38_selfie_crop_0.jpeg,2116,640,433,38,cards,1,./results/cropped/e-ktp\38_card_crop_1.jpeg,12,182,99,ORB,10,2,False
297,38,selfies,0,./results/cropped/e-ktp\38_selfie_crop_0.jpeg,2085,640,433,38,cards,1,./results/cropped/e-ktp\38_card_crop_1.jpeg,30,182,99,SIFT,2085,4,False
298,38,selfies,0,./results/cropped/e-ktp\38_selfie_crop_0.jpeg,2116,640,433,38,cards,2,./results/cropped/e-ktp\38_card_crop_2.jpeg,5,198,98,ORB,4,0,False
299,38,selfies,0,./results/cropped/e-ktp\38_selfie_crop_0.jpeg,2085,640,433,38,cards,2,./results/cropped/e-ktp\38_card_crop_2.jpeg,26,198,98,SIFT,2085,12,False
300,39,selfies,0,./results/cropped/e-ktp\39_selfie_crop_0.png,866,335,225,39,cards,0,./results/cropped/e-ktp\39_card_crop_0.jpeg,1080,334,225,ORB,505,481,True
301,39,selfies,0,./results/cropped/e-ktp\39_selfie_crop_0.png,839,335,225,39,cards,0,./results/cropped/e-ktp\39_card_crop_0.jpeg,777,334,225,SIFT,839,286,True
302,39,selfies,0,./results/cropped/e-ktp\39_selfie_crop_0.png,519,261,175,39,cards,0,./results/cropped/e-ktp\39_card_crop_0.jpeg,2917,2774,1867,ORB,246,146,False
303,39,selfies,0,./results/cropped/e-ktp\39_selfie_crop_0.png,533,261,175,39,cards,0,./results/cropped/e-ktp\39_card_crop_0.jpeg,23322,2774,1867,SIFT,533,248,False
304,40,selfies,0,./results/cropped/e-ktp\40_selfie_crop_0.jpeg,711,363,225,40,cards,0,./results/cropped/e-ktp\40_card_crop_0.jpeg,1143,351,225,ORB,421,393,True
305,40,selfies,0,./results/cropped/e-ktp\40_selfie_crop_0.jpeg,691,363,225,40,cards,0,./results/cropped/e-ktp\40_card_crop_0.jpeg,819,351,225,SIFT,691,201,True
306,40,selfies,0,./results/cropped/e-ktp\40_selfie_crop_0.jpeg,198,218,135,40,cards,0,./results/cropped/e-ktp\40_card_crop_0.jpeg,2369,644,412,ORB,129,68,False
307,40,selfies,0,./results/cropped/e-ktp\40_selfie_crop_0.jpeg,471,218,135,40,cards,0,./results/cropped/e-ktp\40_card_crop_0.jpeg,3083,644,412,SIFT,471,193,False
308,41,selfies,0,./results/cropped/e-ktp\41_selfie_crop_0.jpeg,1419,426,275,41,cards,0,./results/cropped/e-ktp\41_card_crop_0.jpeg,1789,430,275,ORB,877,862,True
309,41,selfies,0,./results/cropped/e-ktp\41_selfie_crop_0.jpeg,1184,426,275,41,cards,0,./results/cropped/e-ktp\41_card_crop_0.jpeg,1190,430,275,SIFT,1184,410,True
310,41,selfies,0,./results/cropped/e-ktp\41_selfie_crop_0.jpeg,1419,426,275,41,cards,0,./results/cropped/e-ktp\41_card_crop_0.jpeg,2662,986,630,ORB,610,547,False
311,41,selfies,0,./results/cropped/e-ktp\41_selfie_crop_0.jpeg,1184,426,275,41,cards,0,./results/cropped/e-ktp\41_card_crop_0.jpeg,5286,986,630,SIFT,1184,359,False
312,42,selfies,0,./results/cropped/e-ktp\42_selfie_crop_0.jpg,1139,398,281,42,cards,0,./results/cropped/e-ktp\42_card_crop_0.jpg,1768,431,281,ORB,600,569,True
313,42,selfies,0,./results/cropped/e-ktp\42_selfie_crop_0.jpg,725,398,281,42,cards,0,./results/cropped/e-ktp\42_card_crop_0.jpg,865,431,281,SIFT,725,302,True
314,42,selfies,0,./results/cropped/e-ktp\42_selfie_crop_0.jpg,2657,973,686,42,cards,0,./results/cropped/e-ktp\42_card_crop_0.jpg,1768,431,281,ORB,611,549,False
315,42,selfies,0,./results/cropped/e-ktp\42_selfie_crop_0.jpg,9453,973,686,42,cards,0,./results/cropped/e-ktp\42_card_crop_0.jpg,865,431,281,SIFT,9453,410,False
316,43,selfies,0,./results/cropped/e-ktp\43_selfie_crop_0.jpeg,638,1473,953,43,cards,0,./results/cropped/e-ktp\43_card_crop_0.jpeg,2823,1494,953,ORB,377,320,True
317,43,selfies,0,./results/cropped/e-ktp\43_selfie_crop_0.jpeg,636,1473,953,43,cards,0,./results/cropped/e-ktp\43_card_crop_0.jpeg,13366,1494,953,SIFT,636,153,True
318,43,selfies,0,./results/cropped/e-ktp\43_selfie_crop_0.jpeg,638,1473,953,43,cards,0,./results/cropped/e-ktp\43_card_crop_0.jpeg,2917,2624,1673,ORB,328,282,False
319,43,selfies,0,./results/cropped/e-ktp\43_selfie_crop_0.jpeg,636,1473,953,43,cards,0,./results/cropped/e-ktp\43_card_crop_0.jpeg,20628,2624,1673,SIFT,636,133,False
320,44,selfies,0,./results/cropped/e-ktp\44_selfie_crop_0.jpeg,741,377,225,44,cards,0,./results/cropped/e-ktp\44_card_crop_0.jpeg,957,326,225,ORB,332,271,True
321,44,selfies,0,./results/cropped/e-ktp\44_selfie_crop_0.jpeg,969,377,225,44,cards,0,./results/cropped/e-ktp\44_card_crop_0.jpeg,619,326,225,SIFT,969,226,True
322,44,selfies,0,./results/cropped/e-ktp\44_selfie_crop_0.jpeg,706,346,206,44,cards,0,./results/cropped/e-ktp\44_card_crop_0.jpeg,2653,903,623,ORB,288,183,False
323,44,selfies,0,./results/cropped/e-ktp\44_selfie_crop_0.jpeg,804,346,206,44,cards,0,./results/cropped/e-ktp\44_card_crop_0.jpeg,5611,903,623,SIFT,804,172,False
324,45,selfies,0,./results/cropped/e-ktp\45_selfie_crop_0.jpeg,336,367,237,45,cards,0,./results/cropped/e-ktp\45_card_crop_0.jpeg,754,379,237,ORB,225,214,True
325,45,selfies,0,./results/cropped/e-ktp\45_selfie_crop_0.jpeg,572,367,237,45,cards,0,./results/cropped/e-ktp\45_card_crop_0.jpeg,677,379,237,SIFT,572,214,True
326,45,selfies,0,./results/cropped/e-ktp\45_selfie_crop_0.jpeg,336,367,237,45,cards,0,./results/cropped/e-ktp\45_card_crop_0.jpeg,2137,689,430,ORB,230,195,False
327,45,selfies,0,./results/cropped/e-ktp\45_selfie_crop_0.jpeg,572,367,237,45,cards,0,./results/cropped/e-ktp\45_card_crop_0.jpeg,2132,689,430,SIFT,572,211,False
328,46,selfies,0,./results/cropped/e-ktp\46_selfie_crop_0.jpeg,95,319,225,46,cards,0,./results/cropped/e-ktp\46_card_crop_0.jpeg,511,340,225,ORB,70,57,True
329,46,selfies,0,./results/cropped/e-ktp\46_selfie_crop_0.jpeg,256,319,225,46,cards,0,./results/cropped/e-ktp\46_card_crop_0.jpeg,503,340,225,SIFT,256,65,True
330,46,selfies,0,./results/cropped/e-ktp\46_selfie_crop_0.jpeg,68,207,146,46,cards,0,./results/cropped/e-ktp\46_card_crop_0.jpeg,1406,623,412,ORB,59,30,False
331,46,selfies,0,./results/cropped/e-ktp\46_selfie_crop_0.jpeg,266,207,146,46,cards,0,./results/cropped/e-ktp\46_card_crop_0.jpeg,1023,623,412,SIFT,266,73,False
332,47,selfies,0,./results/cropped/e-ktp\47_selfie_crop_0.jpeg,226,346,225,47,cards,0,./results/cropped/e-ktp\47_card_crop_0.jpeg,550,316,225,ORB,126,93,True
333,47,selfies,0,./results/cropped/e-ktp\47_selfie_crop_0.jpeg,432,346,225,47,cards,0,./results/cropped/e-ktp\47_card_crop_0.jpeg,558,316,225,SIFT,432,113,True
334,47,selfies,0,./results/cropped/e-ktp\47_selfie_crop_0.jpeg,200,277,180,47,cards,0,./results/cropped/e-ktp\47_card_crop_0.jpeg,2404,795,565,ORB,116,81,False
335,47,selfies,0,./results/cropped/e-ktp\47_selfie_crop_0.jpeg,437,277,180,47,cards,0,./results/cropped/e-ktp\47_card_crop_0.jpeg,2559,795,565,SIFT,437,115,False
336,48,selfies,0,./results/cropped/e-ktp\48_selfie_crop_0.jpeg,2259,1134,748,48,cards,0,./results/cropped/e-ktp\48_card_crop_0.jpeg,2704,1145,748,ORB,882,850,True
337,48,selfies,0,./results/cropped/e-ktp\48_selfie_crop_0.jpeg,1740,1134,748,48,cards,0,./results/cropped/e-ktp\48_card_crop_0.jpeg,12897,1145,748,SIFT,1740,328,True
338,48,selfies,0,./results/cropped/e-ktp\48_selfie_crop_0.jpeg,2259,1134,748,48,cards,0,./results/cropped/e-ktp\48_card_crop_0.jpeg,2917,2760,1802,ORB,633,592,False
339,48,selfies,0,./results/cropped/e-ktp\48_selfie_crop_0.jpeg,1740,1134,748,48,cards,0,./results/cropped/e-ktp\48_card_crop_0.jpeg,19152,2760,1802,SIFT,1740,314,False
340,49,selfies,0,./results/cropped/e-ktp\49_selfie_crop_0.jpeg,534,330,263,49,cards,0,./results/cropped/e-ktp\49_card_crop_0.jpeg,1079,312,263,ORB,305,251,True
341,49,selfies,0,./results/cropped/e-ktp\49_selfie_crop_0.jpeg,743,330,263,49,cards,0,./results/cropped/e-ktp\49_card_crop_0.jpeg,636,312,263,SIFT,743,189,True
342,49,selfies,0,./results/cropped/e-ktp\49_selfie_crop_0.jpeg,534,330,263,49,cards,0,./results/cropped/e-ktp\49_card_crop_0.jpeg,2686,850,716,ORB,268,174,False
343,49,selfies,0,./results/cropped/e-ktp\49_selfie_crop_0.jpeg,743,330,263,49,cards,0,./results/cropped/e-ktp\49_card_crop_0.jpeg,3863,850,716,SIFT,743,180,False
344,50,selfies,0,./results/cropped/e-ktp\50_selfie_crop_0.jpeg,195,359,225,50,cards,0,./results/cropped/e-ktp\50_card_crop_0.jpeg,379,335,225,ORB,98,73,True
345,50,selfies,0,./results/cropped/e-ktp\50_selfie_crop_0.jpeg,423,359,225,50,cards,0,./results/cropped/e-ktp\50_card_crop_0.jpeg,375,335,225,SIFT,423,114,True
346,50,selfies,0,./results/cropped/e-ktp\50_selfie_crop_0.jpeg,173,283,177,50,cards,0,./results/cropped/e-ktp\50_card_crop_0.jpeg,1590,857,574,ORB,110,75,False
347,50,selfies,0,./results/cropped/e-ktp\50_selfie_crop_0.jpeg,395,283,177,50,cards,0,./results/cropped/e-ktp\50_card_crop_0.jpeg,1431,857,574,SIFT,395,98,False
348,51,selfies,0,./results/cropped/e-ktp\51_selfie_crop_0.jpeg,175,345,225,51,cards,0,./results/cropped/e-ktp\51_card_crop_0.jpeg,423,305,225,ORB,110,88,True
349,51,selfies,0,./results/cropped/e-ktp\51_selfie_crop_0.jpeg,313,345,225,51,cards,0,./results/cropped/e-ktp\51_card_crop_0.jpeg,390,305,225,SIFT,313,146,True
350,51,selfies,0,./results/cropped/e-ktp\51_selfie_crop_0.jpeg,217,335,218,51,cards,0,./results/cropped/e-ktp\51_card_crop_0.jpeg,2223,855,629,ORB,147,107,False
351,51,selfies,0,./results/cropped/e-ktp\51_selfie_crop_0.jpeg,388,335,218,51,cards,0,./results/cropped/e-ktp\51_card_crop_0.jpeg,1787,855,629,SIFT,388,166,False
352,52,selfies,0,./results/cropped/e-ktp\52_selfie_crop_0.jpeg,260,414,266,52,cards,0,./results/cropped/e-ktp\52_card_crop_0.jpeg,556,379,266,ORB,145,130,True
353,52,selfies,0,./results/cropped/e-ktp\52_selfie_crop_0.jpeg,501,414,266,52,cards,0,./results/cropped/e-ktp\52_card_crop_0.jpeg,572,379,266,SIFT,501,126,True
354,52,selfies,0,./results/cropped/e-ktp\52_selfie_crop_0.jpeg,260,414,266,52,cards,0,./results/cropped/e-ktp\52_card_crop_0.jpeg,1721,747,524,ORB,187,176,False
355,52,selfies,0,./results/cropped/e-ktp\52_selfie_crop_0.jpeg,501,414,266,52,cards,0,./results/cropped/e-ktp\52_card_crop_0.jpeg,1619,747,524,SIFT,501,109,False
356,53,selfies,0,./results/cropped/e-ktp\53_selfie_crop_0.jpeg,29,446,272,53,cards,0,./results/cropped/e-ktp\53_card_crop_0.jpeg,842,423,272,ORB,25,20,True
357,53,selfies,0,./results/cropped/e-ktp\53_selfie_crop_0.jpeg,167,446,272,53,cards,0,./results/cropped/e-ktp\53_card_crop_0.jpeg,667,423,272,SIFT,167,53,True
358,53,selfies,0,./results/cropped/e-ktp\53_selfie_crop_0.jpeg,29,446,272,53,cards,0,./results/cropped/e-ktp\53_card_crop_0.jpeg,2164,701,450,ORB,26,19,False
359,53,selfies,0,./results/cropped/e-ktp\53_selfie_crop_0.jpeg,167,446,272,53,cards,0,./results/cropped/e-ktp\53_card_crop_0.jpeg,1780,701,450,SIFT,167,48,False
360,54,selfies,0,./results/cropped/e-ktp\54_selfie_crop_0.jpeg,257,387,251,54,cards,0,./results/cropped/e-ktp\54_card_crop_0.jpeg,548,399,251,ORB,160,146,True
361,54,selfies,0,./results/cropped/e-ktp\54_selfie_crop_0.jpeg,459,387,251,54,cards,0,./results/cropped/e-ktp\54_card_crop_0.jpeg,764,399,251,SIFT,459,139,True
362,54,selfies,0,./results/cropped/e-ktp\54_selfie_crop_0.jpeg,257,387,251,54,cards,0,./results/cropped/e-ktp\54_card_crop_0.jpeg,1138,689,433,ORB,162,142,False
363,54,selfies,0,./results/cropped/e-ktp\54_selfie_crop_0.jpeg,459,387,251,54,cards,0,./results/cropped/e-ktp\54_card_crop_0.jpeg,1040,689,433,SIFT,459,134,False
364,55,selfies,0,./results/cropped/e-ktp\55_selfie_crop_0.jpeg,1020,412,286,55,cards,0,./results/cropped/e-ktp\55_card_crop_0.jpeg,1051,411,286,ORB,339,300,True
365,55,selfies,0,./results/cropped/e-ktp\55_selfie_crop_0.jpeg,707,412,286,55,cards,0,./results/cropped/e-ktp\55_card_crop_0.jpeg,592,411,286,SIFT,707,116,True
366,55,selfies,0,./results/cropped/e-ktp\55_selfie_crop_0.jpeg,1020,412,286,55,cards,0,./results/cropped/e-ktp\55_card_crop_0.jpeg,2412,828,576,ORB,424,377,False
367,55,selfies,0,./results/cropped/e-ktp\55_selfie_crop_0.jpeg,707,412,286,55,cards,0,./results/cropped/e-ktp\55_card_crop_0.jpeg,2669,828,576,SIFT,707,99,False
368,56,selfies,0,./results/cropped/e-ktp\56_selfie_crop_0.jpeg,193,641,370,56,cards,0,./results/cropped/e-ktp\56_card_crop_0.jpeg,1758,521,370,ORB,127,99,True
369,56,selfies,0,./results/cropped/e-ktp\56_selfie_crop_0.jpeg,303,641,370,56,cards,0,./results/cropped/e-ktp\56_card_crop_0.jpeg,1161,521,370,SIFT,303,36,True
370,56,selfies,0,./results/cropped/e-ktp\56_selfie_crop_0.jpeg,193,641,370,56,cards,0,./results/cropped/e-ktp\56_card_crop_0.jpeg,2487,874,620,ORB,130,104,False
371,56,selfies,0,./results/cropped/e-ktp\56_selfie_crop_0.jpeg,303,641,370,56,cards,0,./results/cropped/e-ktp\56_card_crop_0.jpeg,3284,874,620,SIFT,303,32,False
372,57,selfies,0,./results/cropped/e-ktp\57_selfie_crop_0.jpeg,1610,485,303,57,cards,0,./results/cropped/e-ktp\57_card_crop_0.jpeg,1566,450,303,ORB,810,787,True
373,57,selfies,0,./results/cropped/e-ktp\57_selfie_crop_0.jpeg,1052,485,303,57,cards,0,./results/cropped/e-ktp\57_card_crop_0.jpeg,844,450,303,SIFT,1052,410,True
374,57,selfies,0,./results/cropped/e-ktp\57_selfie_crop_0.jpeg,1610,485,303,57,cards,0,./results/cropped/e-ktp\57_card_crop_0.jpeg,2375,692,465,ORB,430,341,False
375,57,selfies,0,./results/cropped/e-ktp\57_selfie_crop_0.jpeg,1052,485,303,57,cards,0,./results/cropped/e-ktp\57_card_crop_0.jpeg,2001,692,465,SIFT,1052,351,False
376,59,selfies,0,./results/cropped/e-ktp\59_selfie_crop_0.jpeg,623,402,287,59,cards,0,./results/cropped/e-ktp\59_card_crop_0.jpeg,1263,427,287,ORB,436,418,True
377,59,selfies,0,./results/cropped/e-ktp\59_selfie_crop_0.jpeg,757,402,287,59,cards,0,./results/cropped/e-ktp\59_card_crop_0.jpeg,774,427,287,SIFT,757,228,True
378,59,selfies,0,./results/cropped/e-ktp\59_selfie_crop_0.jpeg,623,402,287,59,cards,0,./results/cropped/e-ktp\59_card_crop_0.jpeg,2365,699,469,ORB,352,276,False
379,59,selfies,0,./results/cropped/e-ktp\59_selfie_crop_0.jpeg,757,402,287,59,cards,0,./results/cropped/e-ktp\59_card_crop_0.jpeg,2085,699,469,SIFT,757,221,False
380,60,selfies,0,./results/cropped/e-ktp\60_selfie_crop_0.jpeg,498,495,344,60,cards,0,./results/cropped/e-ktp\60_card_crop_0.jpg,1365,523,344,ORB,239,221,True
381,60,selfies,0,./results/cropped/e-ktp\60_selfie_crop_0.jpeg,518,495,344,60,cards,0,./results/cropped/e-ktp\60_card_crop_0.jpg,1398,523,344,SIFT,518,91,True
382,60,selfies,0,./results/cropped/e-ktp\60_selfie_crop_0.jpeg,498,495,344,60,cards,0,./results/cropped/e-ktp\60_card_crop_0.jpg,2391,2404,1580,ORB,262,229,False
383,60,selfies,0,./results/cropped/e-ktp\60_selfie_crop_0.jpeg,518,495,344,60,cards,0,./results/cropped/e-ktp\60_card_crop_0.jpg,3082,2404,1580,SIFT,518,106,False
384,61,selfies,0,./results/cropped/e-ktp\61_selfie_crop_0.jpg,2440,828,548,61,cards,0,./results/cropped/e-ktp\61_card_crop_0.jpg,2459,857,548,ORB,940,905,True
385,61,selfies,0,./results/cropped/e-ktp\61_selfie_crop_0.jpg,2388,828,548,61,cards,0,./results/cropped/e-ktp\61_card_crop_0.jpg,3244,857,548,SIFT,2388,410,True
386,61,selfies,0,./results/cropped/e-ktp\61_selfie_crop_0.jpg,2440,828,548,61,cards,0,./results/cropped/e-ktp\61_card_crop_0.jpg,2835,1816,1161,ORB,788,724,False
387,61,selfies,0,./results/cropped/e-ktp\61_selfie_crop_0.jpg,2388,828,548,61,cards,0,./results/cropped/e-ktp\61_card_crop_0.jpg,4205,1816,1161,SIFT,2388,379,False
388,62,selfies,0,./results/cropped/e-ktp\62_selfie_crop_0.jpg,1197,898,615,62,cards,0,./results/cropped/e-ktp\62_card_crop_0.jpg,2669,902,615,ORB,520,489,True
389,62,selfies,0,./results/cropped/e-ktp\62_selfie_crop_0.jpg,688,898,615,62,cards,0,./results/cropped/e-ktp\62_card_crop_0.jpg,8390,902,615,SIFT,688,164,True
390,62,selfies,0,./results/cropped/e-ktp\62_selfie_crop_0.jpg,1197,898,615,62,cards,0,./results/cropped/e-ktp\62_card_crop_0.jpg,2676,929,633,ORB,479,441,False
391,62,selfies,0,./results/cropped/e-ktp\62_selfie_crop_0.jpg,688,898,615,62,cards,0,./results/cropped/e-ktp\62_card_crop_0.jpg,8952,929,633,SIFT,688,172,False
392,63,selfies,0,./results/cropped/e-ktp\63_selfie_crop_0.jpeg,1590,477,321,63,cards,0,./results/cropped/e-ktp\63_card_crop_0.jpeg,1082,476,321,ORB,786,777,True
393,63,selfies,0,./results/cropped/e-ktp\63_selfie_crop_0.jpeg,1342,477,321,63,cards,0,./results/cropped/e-ktp\63_card_crop_0.jpeg,1108,476,321,SIFT,1342,425,True
394,63,selfies,0,./results/cropped/e-ktp\63_selfie_crop_0.jpeg,1590,477,321,63,cards,0,./results/cropped/e-ktp\63_card_crop_0.jpeg,1738,633,426,ORB,444,404,False
395,63,selfies,0,./results/cropped/e-ktp\63_selfie_crop_0.jpeg,1342,477,321,63,cards,0,./results/cropped/e-ktp\63_card_crop_0.jpeg,1564,633,426,SIFT,1342,470,False
396,64,selfies,0,./results/cropped/e-ktp\64_selfie_crop_0.jpeg,463,609,382,64,cards,0,./results/cropped/e-ktp\64_card_crop_0.jpeg,2009,544,382,ORB,320,296,True
397,64,selfies,0,./results/cropped/e-ktp\64_selfie_crop_0.jpeg,578,609,382,64,cards,0,./results/cropped/e-ktp\64_card_crop_0.jpeg,1715,544,382,SIFT,578,139,True
398,64,selfies,0,./results/cropped/e-ktp\64_selfie_crop_0.jpeg,463,609,382,64,cards,0,./results/cropped/e-ktp\64_card_crop_0.jpeg,2398,748,525,ORB,262,213,False
399,64,selfies,0,./results/cropped/e-ktp\64_selfie_crop_0.jpeg,578,609,382,64,cards,0,./results/cropped/e-ktp\64_card_crop_0.jpeg,3561,748,525,SIFT,578,110,False
400,65,selfies,0,./results/cropped/e-ktp\65_selfie_crop_0.jpeg,180,454,325,65,cards,0,./results/cropped/e-ktp\65_card_crop_0.jpeg,730,400,325,ORB,118,101,True
401,65,selfies,0,./results/cropped/e-ktp\65_selfie_crop_0.jpeg,325,454,325,65,cards,0,./results/cropped/e-ktp\65_card_crop_0.jpeg,778,400,325,SIFT,325,99,True
402,65,selfies,0,./results/cropped/e-ktp\65_selfie_crop_0.jpeg,180,454,325,65,cards,0,./results/cropped/e-ktp\65_card_crop_0.jpeg,1541,774,628,ORB,123,107,False
403,65,selfies,0,./results/cropped/e-ktp\65_selfie_crop_0.jpeg,325,454,325,65,cards,0,./results/cropped/e-ktp\65_card_crop_0.jpeg,1440,774,628,SIFT,325,84,False
404,66,selfies,0,./results/cropped/e-ktp\66_selfie_crop_0.jpeg,318,499,330,66,cards,0,./results/cropped/e-ktp\66_card_crop_0.jpeg,177,481,330,ORB,94,82,True
405,66,selfies,0,./results/cropped/e-ktp\66_selfie_crop_0.jpeg,303,499,330,66,cards,0,./results/cropped/e-ktp\66_card_crop_0.jpeg,263,481,330,SIFT,303,65,True
406,66,selfies,0,./results/cropped/e-ktp\66_selfie_crop_0.jpeg,318,499,330,66,cards,0,./results/cropped/e-ktp\66_card_crop_0.jpeg,176,754,517,ORB,68,42,False
407,66,selfies,0,./results/cropped/e-ktp\66_selfie_crop_0.jpeg,303,499,330,66,cards,0,./results/cropped/e-ktp\66_card_crop_0.jpeg,282,754,517,SIFT,303,77,False
408,67,selfies,0,./results/cropped/e-ktp\67_selfie_crop_0.jpeg,1117,516,338,67,cards,0,./results/cropped/e-ktp\67_card_crop_0.jpeg,1244,450,338,ORB,695,685,True
409,67,selfies,0,./results/cropped/e-ktp\67_selfie_crop_0.jpeg,1113,516,338,67,cards,0,./results/cropped/e-ktp\67_card_crop_0.jpeg,1164,450,338,SIFT,1113,385,True
410,67,selfies,0,./results/cropped/e-ktp\67_selfie_crop_0.jpeg,1117,516,338,67,cards,0,./results/cropped/e-ktp\67_card_crop_0.jpeg,2373,752,564,ORB,457,418,False
411,67,selfies,0,./results/cropped/e-ktp\67_selfie_crop_0.jpeg,1113,516,338,67,cards,0,./results/cropped/e-ktp\67_card_crop_0.jpeg,2359,752,564,SIFT,1113,319,False
412,68,selfies,0,./results/cropped/e-ktp\68_selfie_crop_0.jpeg,1746,467,304,68,cards,0,./results/cropped/e-ktp\68_card_crop_0.jpeg,1599,469,304,ORB,829,811,True
413,68,selfies,0,./results/cropped/e-ktp\68_selfie_crop_0.jpeg,838,467,304,68,cards,0,./results/cropped/e-ktp\68_card_crop_0.jpeg,813,469,304,SIFT,838,361,True
414,68,selfies,0,./results/cropped/e-ktp\68_selfie_crop_0.jpeg,869,345,225,68,cards,1,./results/cropped/e-ktp\68_card_crop_1.jpeg,4,583,225,ORB,4,2,True
415,68,selfies,0,./results/cropped/e-ktp\68_selfie_crop_0.jpeg,521,345,225,68,cards,1,./results/cropped/e-ktp\68_card_crop_1.jpeg,69,583,225,SIFT,521,12,True
416,68,selfies,0,./results/cropped/e-ktp\68_selfie_crop_0.jpeg,1746,467,304,68,cards,0,./results/cropped/e-ktp\68_card_crop_0.jpeg,2124,573,371,ORB,498,446,False
417,68,selfies,0,./results/cropped/e-ktp\68_selfie_crop_0.jpeg,838,467,304,68,cards,0,./results/cropped/e-ktp\68_card_crop_0.jpeg,1142,573,371,SIFT,838,349,False
418,68,selfies,0,./results/cropped/e-ktp\68_selfie_crop_0.jpeg,1746,467,304,68,cards,1,./results/cropped/e-ktp\68_card_crop_1.jpeg,3,332,128,ORB,3,2,False
419,68,selfies,0,./results/cropped/e-ktp\68_selfie_crop_0.jpeg,838,467,304,68,cards,1,./results/cropped/e-ktp\68_card_crop_1.jpeg,73,332,128,SIFT,838,12,False
420,69,selfies,0,./results/cropped/e-ktp\69_selfie_crop_0.jpeg,50,382,248,69,cards,0,./results/cropped/e-ktp\69_card_crop_0.jpeg,1046,363,248,ORB,44,38,True
421,69,selfies,0,./results/cropped/e-ktp\69_selfie_crop_0.jpeg,153,382,248,69,cards,0,./results/cropped/e-ktp\69_card_crop_0.jpeg,667,363,248,SIFT,153,27,True
422,69,selfies,0,./results/cropped/e-ktp\69_selfie_crop_0.jpeg,50,382,248,69,cards,0,./results/cropped/e-ktp\69_card_crop_0.jpeg,2433,762,520,ORB,44,39,False
423,69,selfies,0,./results/cropped/e-ktp\69_selfie_crop_0.jpeg,153,382,248,69,cards,0,./results/cropped/e-ktp\69_card_crop_0.jpeg,3229,762,520,SIFT,153,13,False
424,70,selfies,0,./results/cropped/e-ktp\70_selfie_crop_0.jpg,2029,1313,872,70,cards,0,./results/cropped/e-ktp\70_card_crop_0.jpg,2730,1333,872,ORB,999,986,True
425,70,selfies,0,./results/cropped/e-ktp\70_selfie_crop_0.jpg,1477,1313,872,70,cards,0,./results/cropped/e-ktp\70_card_crop_0.jpg,2991,1333,872,SIFT,1477,351,True
